FID,Month,Year,Used,ConBog,MarshGrass,Mixedwood,Opendec,BTrail_D,Edge_D,Road_D,Stream_D,Trail_D,Water_D,Ruggedness,E_Density
4041,0,2017,0,0.0134228,0,0.959732,0,8.4039497,5.6082301,9.08603,5.1985002,8.7246704,6.8880501,0,
4042,0,2017,0,0.0134228,0.0671141,0.919463,0,8.3652296,4.1108699,9.0533705,5.2631798,8.6220999,6.4484401,6,
4043,0,2017,0,0.033557,0.0268456,0.939597,0,8.3371296,3.77107,9.0236702,3.43399,8.5078001,5.6021199,2,
4044,0,2017,0,0.214765,0,0.778524,0,8.3287201,5.5570998,8.9976397,5.9716501,8.3787498,6.4518099,0,
4045,0,2017,0,0.174497,0.456376,0.369128,0,8.3227797,0,8.9759703,3.43399,8.2305803,5.5503201,1,
4046,0,2017,0,0.0134228,0.255034,0.449664,0,8.3141003,0,8.9592896,4.1108699,8.0566101,5.7810798,1,
4047,0,2017,0,0,0,0.0469799,0,8.3227797,5.7266598,8.9481602,6.14574,7.8459702,6.6332502,1,
4048,3,2017,1,0.530201,0.033557,0.167785,0,5.5503201,5.0172801,8.6336403,5.0910201,7.4635501,6.7197199,3,0
4115,0,2016,0,0.0201342,0.208054,0.127517,0.0134228,5.0172801,3.43399,8.3916702,6.0001602,7.1433301,7.59865,1,0
4116,0,2016,0,0,0.288591,0.0604027,0,5.7071099,3.77107,8.4214697,5.8923302,6.5390801,7.3779502,2,4.1666698
4117,0,2016,0,0,0.791946,0.033557,0,4.51086,4.51086,8.4567003,5.2508898,4.5629802,6.9802198,4,0
4118,0,2016,0,0,0,0.167785,0,5.5503201,5.3619099,8.4989204,5.71207,6.1758699,6.5099902,0,0
4119,0,2016,0,0,0.0872483,0.0671141,0,0,3.43399,8.5506697,3.43399,6.98564,6.4726901,7,0
4120,0,2016,0,0.208054,0,0.167785,0,5.9025402,5.4608898,8.6096802,5.5149899,7.4271402,6.7720098,4,2.0833299
4121,0,2016,0,0.0134228,0.120805,0.0671141,0,6.3487701,4.51086,8.6731195,5.8888798,7.6920199,6.2632599,3,0
4122,0,2016,0,0,0.221477,0.228188,0,6.5806398,4.2207098,8.7387304,4.82586,7.7684202,6.2516699,1,0
4123,0,2016,0,0,0.0604027,0.369128,0,6.6463399,5.0367599,8.8049002,6.3145299,7.8843699,6.0138202,2,0
4124,0,2016,0,0,0.342282,0.469799,0,6.9921498,0,8.87047,5.6261301,7.9607701,5.0172801,1,0
4125,0,2016,0,0,0.805369,0,0,6.7223401,0,8.9347296,5.6919298,8.0282202,5.8923302,1,0
4126,0,2016,0,0.0469799,0.516779,0.255034,0,6.23809,3.43399,8.9972,4.82586,8.0264997,4.7957902,1,0
4127,0,2016,0,0,0.167785,0.033557,0.127517,4.82586,4.2207098,9.0576401,5.4847999,8.0374298,4.45263,0,0
4128,0,2016,0,0,0.127517,0,0.0067114,5.9687099,4.51086,9.1159201,5.0172801,8.0453997,6.21521,1,0
4129,0,2016,0,0,0.147651,0.0268456,0.0604027,6.8611002,4.51086,9.1720104,6.28722,7.89996,5.4847999,0,0
4130,0,2016,0,0,0.0067114,0.590604,0,7.3429999,4.82586,9.2259398,7.0097198,7.7376199,6.29496,1,0
4131,0,2016,0,0,0,0,0,7.6691799,5.4608898,9.27777,7.4372401,7.5960398,5.7853599,1,0
4132,0,2016,0,0,0.0402685,0.0134228,0,7.62292,5.0367599,9.32759,7.6726098,7.5174298,5.9319801,1,0
4133,0,2016,0,0,0,0.0268456,0,7.6449399,5.3094902,9.3754797,7.5689502,7.53827,6.2346401,0,8.3333302
4134,0,2016,0,0.0604027,0.0738255,0.275168,0,7.7386498,3.77107,9.4215498,7.5479999,7.64782,6.2097702,0,0
4135,0,2016,0,0,0.57047,0.0134228,0,7.6367302,0,9.4659004,7.6179399,7.8018098,5.4357901,1,0
4136,0,2016,0,0,0.208054,0.0671141,0,7.35253,4.1108699,9.5086098,7.50844,7.96486,5.6261301,0,0
4137,0,2016,0,0,0.194631,0.281879,0.114094,6.9875698,4.1108699,9.5039396,7.1525202,8.0915003,5.9716501,1,0
4138,0,2016,0,0,0.516779,0,0.268456,6.27777,0,9.4982004,6.6989498,8.0743399,6.2761798,1,0
4139,0,2016,0,0,0.52349,0.221477,0.100671,3.43399,3.43399,9.4944401,6.2363701,8.0759096,4.6928701,0,0
4140,0,2016,0,0.409396,0.0402685,0.0536913,0.268456,6.3145299,4.51086,9.4927101,6.0375199,8.1030102,4.9064898,1,0
4141,0,2016,0,0.677852,0.0067114,0.0738255,0.241611,6.9542198,5.3094902,9.4930201,5.1700802,8.1571903,6.1835999,1,0
4142,0,2016,0,0.738255,0,0.0067114,0.255034,7.3747802,5.7071099,9.4942904,4.6928701,8.2300301,6.8913202,1,0
4143,0,2016,0,0.838926,0,0.154362,0.0067114,7.6821699,5.8888798,9.4586802,6.1758699,8.3156404,5.9687099,0,
4144,0,2016,0,0.208054,0,0.0939597,0,7.92098,4.1108699,9.4226799,5.7071099,8.4069901,0,0,
4145,0,2016,0,0.107383,0.174497,0.543624,0.147651,8.1151896,3.43399,9.3864403,5.9319801,8.4988298,5.8021202,1,
4146,0,2016,0,0.704698,0.281879,0.0067114,0,8.2712898,0,9.35009,5.9025402,8.5857801,5.35186,1,
4147,0,2016,0,0.0134228,0.66443,0.315436,0.0067114,8.4075499,4.1108699,9.3138199,5.2631798,8.6683502,5.9319801,1,
4148,0,2016,0,0,0.979866,0,0,8.52878,5.3619099,9.2778702,0,8.6983099,4.9064898,0,
4149,0,2016,0,0.281879,0.442953,0.201342,0.0738255,8.6096802,3.43399,9.2425203,5.6490402,8.6946697,5.8957601,0,
4150,0,2016,0,0.0805369,0.66443,0.241611,0,8.5859098,4.2207098,9.2081099,4.1108699,8.6996899,4.6928701,0,
4151,0,2016,0,0.0604027,0.0067114,0.932886,0,8.5514803,5.1985002,9.1750298,5.7810798,8.7144699,6.5029502,0,
4152,0,2016,0,0.0268456,0,0.973154,0,8.5271997,5.1700802,9.1437397,6.0001602,8.7317495,7.0974202,0,
4153,0,2016,0,0.0402685,0.0134228,0.946309,0,8.4921103,5.1700802,9.1147404,0,8.6307802,6.46945,2,
4154,0,2016,0,0.100671,0,0.85906,0,8.4704504,5.35186,9.0885696,5.4608898,8.5186901,5.7071099,3,
4155,0,2016,0,0.0939597,0.66443,0.241611,0,8.4640198,3.43399,9.0657797,4.45263,8.3928003,6.5099902,1,
4156,0,2016,0,0.114094,0.161074,0.724832,0,8.45788,3.43399,9.0469198,3.43399,8.2493801,6.59516,0,
4157,0,2016,0,0.0939597,0.0805369,0.785235,0,8.4512701,4.6928701,9.0324802,5.8603802,8.0830402,6.65835,1,
4158,0,2016,0,0,0,0,0,8.45788,6.0349398,9.0228901,5.2508898,7.8857098,7.0506101,1,
4159,0,2016,0,0,0,0,0,8.47927,5.4925199,9.0173702,5.35186,7.64504,7.0633101,2,
4160,0,2017,0,0.0134228,0.57047,0.107383,0,8.20226,3.43399,0,6.8367801,7.04001,5.6919298,4,0
4161,0,2017,0,0.127517,0.295302,0.577181,0,8.06637,3.43399,6.3596802,5.9414201,6.4288602,6.0349398,2,0
4162,0,2017,0,0.0067114,0.691275,0.302013,0,7.9282799,4.1108699,7.0685601,5.4925199,4.2207098,5.3814301,0,0
4163,0,2017,0,0.0201342,0.167785,0.241611,0,7.8011398,3.43399,7.4587898,6.6605701,6.21521,0,0,0
4164,0,2017,0,0,0.348993,0.114094,0,7.7086201,3.43399,7.7115202,7.2113099,6.8112102,3.77107,3,0
4165,0,2017,0,0.0067114,0.0469799,0.0738255,0,7.67871,3.43399,7.9254699,7.0865202,7.1907701,4.1108699,1,0
4166,0,2017,0,0,0,0,0,7.72294,5.6021199,8.0718403,6.7097802,7.5170298,6.1114702,2,0
4167,0,2017,0,0.0536913,0.033557,0.275168,0,7.7843399,3.43399,8.1282101,5.9414201,7.6893902,0,0,0
4168,0,2017,0,0,0.0872483,0,0,7.8057098,0,8.2064304,4.5629802,7.70717,0,4,0
4169,0,2017,0,0.0067114,0.0604027,0.120805,0,7.8524699,0,8.2969398,5.1985002,7.7557001,4.7957902,2,0
4170,0,2017,0,0,0.167785,0.268456,0,7.9210401,3.77107,8.2387505,6.0956998,7.8222499,5.0910201,1,0
4171,0,2017,0,0,0.456376,0.0268456,0,8.0217199,4.1108699,8.1744604,6.2516699,7.7800398,5.3814301,1,0
4172,0,2017,0,0,0.530201,0,0,8.1271496,3.43399,8.13274,5.98037,7.7234602,5.1985002,3,0
4173,0,2017,0,0,0.328859,0,0,7.9777398,0,8.1201496,4.6928701,7.7262802,4.51086,1,0
4174,0,2017,0,0.0604027,0.0134228,0.416107,0,7.76753,5.0172801,8.1389198,6.4484401,7.7557802,5.3909101,2,0
4175,0,2017,0,0,0.0738255,0,0,7.5174298,3.43399,8.1857595,7.0915298,7.5174298,3.77107,4,0
4176,0,2017,0,0,0.0201342,0,0,7.2308002,4.5629802,8.2536097,7.1840801,7.1840801,5.8378801,2,0
4177,0,2017,0,0,0.295302,0,0,6.8084798,3.77107,8.3345404,7.0133801,6.69206,0,1,0
4178,0,2017,0,0.0067114,0.0201342,0.194631,0,5.7500601,4.2207098,8.3451405,6.4937501,5.5959301,5.6919298,1,0
4179,0,2017,0,0,0.798658,0,0.201342,5.6021199,0,8.3640804,4.1108699,5.6082301,6.7790499,1,0
4180,0,2017,0,0,0.134228,0.0469799,0.818792,5.1700802,0,8.37854,0,6.7702398,7.2634602,1,0
4181,0,2017,0,0.0201342,0.208054,0.127517,0.0134228,5.0172801,3.43399,8.3916702,6.0001602,7.1433301,7.59865,1,0
4182,0,2017,0,0,0.288591,0.0604027,0,5.7071099,3.77107,8.4214697,5.8923302,6.5390801,7.3779502,2,0
4183,0,2017,0,0,0.791946,0.033557,0,4.51086,4.51086,8.4567003,5.2508898,4.5629802,6.9802198,4,0
4184,0,2017,0,0,0,0.167785,0,5.5503201,5.3619099,8.4989204,5.71207,6.1758699,6.5099902,0,0
4185,0,2017,0,0,0.0872483,0.0671141,0,0,3.43399,8.5506697,3.43399,6.98564,6.4726901,7,0
4186,0,2017,0,0.208054,0,0.167785,0,5.9025402,5.4608898,8.6096802,5.5149899,7.4271402,6.7720098,4,0
4187,0,2017,0,0.0134228,0.120805,0.0671141,0,6.3487701,4.51086,8.6731195,5.8888798,7.6920199,6.2632599,3,0
4188,0,2017,0,0,0.221477,0.228188,0,6.5806398,4.2207098,8.7387304,4.82586,7.7684202,6.2516699,1,0
4189,0,2017,0,0,0.0402685,0.0134228,0,7.62292,5.0367599,9.32759,7.6726098,7.5174298,5.9319801,1,0
4190,0,2017,0,0,0,0.0268456,0,7.6449399,5.3094902,9.3754797,7.5689502,7.53827,6.2346401,0,0
4191,0,2017,0,0.0604027,0.0738255,0.275168,0,7.7386498,3.77107,9.4215498,7.5479999,7.64782,6.2097702,0,0
4192,0,2017,0,0,0.57047,0.0134228,0,7.6367302,0,9.4659004,7.6179399,7.8018098,5.4357901,1,0
4193,0,2017,0,0,0.208054,0.0671141,0,7.35253,4.1108699,9.5086098,7.50844,7.96486,5.6261301,0,0
4194,0,2017,0,0,0.194631,0.281879,0.114094,6.9875698,4.1108699,9.5039396,7.1525202,8.0915003,5.9716501,1,0
4195,0,2017,0,0,0.516779,0,0.268456,6.27777,0,9.4982004,6.6989498,8.0743399,6.2761798,1,0
4196,0,2017,0,0,0.52349,0.221477,0.100671,3.43399,3.43399,9.4944401,6.2363701,8.0759096,4.6928701,0,0
4197,0,2017,0,0.409396,0.0402685,0.0536913,0.268456,6.3145299,4.51086,9.4927101,6.0375199,8.1030102,4.9064898,1,0
4198,0,2017,0,0.677852,0.0067114,0.0738255,0.241611,6.9542198,5.3094902,9.4930201,5.1700802,8.1571903,6.1835999,1,0
4199,0,2017,0,0.738255,0,0.0067114,0.255034,7.3747802,5.7071099,9.4942904,4.6928701,8.2300301,6.8913202,1,0
4200,0,2017,0,0.838926,0,0.154362,0.0067114,7.6821699,5.8888798,9.4586802,6.1758699,8.3156404,5.9687099,0,
4201,0,2017,0,0.208054,0,0.0939597,0,7.92098,4.1108699,9.4226799,5.7071099,8.4069901,0,0,
4202,0,2017,0,0.107383,0.174497,0.543624,0.147651,8.1151896,3.43399,9.3864403,5.9319801,8.4988298,5.8021202,1,
4203,0,2017,0,0.704698,0.281879,0.0067114,0,8.2712898,0,9.35009,5.9025402,8.5857801,5.35186,1,
4204,0,2017,0,0.0134228,0.66443,0.315436,0.0067114,8.4075499,4.1108699,9.3138199,5.2631798,8.6683502,5.9319801,1,
4205,0,2017,0,0,0.979866,0,0,8.52878,5.3619099,9.2778702,0,8.6983099,4.9064898,0,
4206,0,2017,0,0.281879,0.442953,0.201342,0.0738255,8.6096802,3.43399,9.2425203,5.6490402,8.6946697,5.8957601,0,
4207,0,2017,0,0.0805369,0.66443,0.241611,0,8.5859098,4.2207098,9.2081099,4.1108699,8.6996899,4.6928701,0,
4208,0,2017,0,0.0604027,0.0067114,0.932886,0,8.5514803,5.1985002,9.1750298,5.7810798,8.7144699,6.5029502,0,
4209,0,2017,0,0.0268456,0,0.973154,0,8.5271997,5.1700802,9.1437397,6.0001602,8.7317495,7.0974202,0,
4210,0,2017,0,0.0402685,0.0134228,0.946309,0,8.4921103,5.1700802,9.1147404,0,8.6307802,6.46945,2,
4211,0,2017,0,0.100671,0,0.85906,0,8.4704504,5.35186,9.0885696,5.4608898,8.5186901,5.7071099,3,
4212,0,2017,0,0.0939597,0.66443,0.241611,0,8.4640198,3.43399,9.0657797,4.45263,8.3928003,6.5099902,1,
4213,0,2017,0,0.114094,0.161074,0.724832,0,8.45788,3.43399,9.0469198,3.43399,8.2493801,6.59516,0,
4279,0,2016,0,0,0,0.201342,0.557047,3.43399,5.3814301,8.2302904,5.2508898,6.9542198,7.4011402,15,0
4280,0,2016,0,0.0671141,0.114094,0.161074,0.463087,4.1108699,0,8.2478704,3.43399,7.0921602,7.5093799,2,0
4281,0,2016,0,0.0939597,0.154362,0.114094,0,5.5959301,4.45263,8.2837896,4.8542099,6.4035602,7.2354999,10,0
4282,0,2016,0,0.0201342,0.577181,0.214765,0,4.2207098,0,8.3277998,4.1108699,3.77107,7.0159302,5,0
4283,0,2016,0,0.0536913,0.308725,0.342282,0,5.0172801,3.43399,8.3806496,4.2207098,6.1778102,6.9591298,10,0
4284,0,2016,0,0.0134228,0.147651,0.395973,0,5.5570998,3.43399,8.4453602,4.5629802,6.9860301,6.9591298,11,0
4285,0,2016,0,0,0,0,0,6.4916902,5.7071099,8.5172501,5.8957601,7.3576798,6.3910499,1,0
4286,0,2016,0,0,0.489933,0.0067114,0,7.0417299,0,8.5926399,5.0172801,7.3790102,5.3094902,0,0
4287,0,2016,0,0,0.234899,0,0,7.1861401,3.77107,8.6688805,5.6261301,7.5110002,4.82586,3,0
4288,0,2016,0,0,0,0.0201342,0,7.2066202,6.0650301,8.7442503,6.6463399,7.6550398,6.4288602,2,0
4289,0,2016,0,0.0201342,0,0.0067114,0,7.3663902,5.3094902,8.8176899,6.6758499,7.7395802,6.2223601,1,2.0833299
4290,0,2016,0,0,0.0671141,0,0,7.01302,0,8.8886099,6.1640301,7.8109899,5.8183298,6,0
4291,0,2016,0,0,0.590604,0.0067114,0,6.2632599,4.1108699,8.9567299,5.9025402,7.80832,5.8183298,2,0
4292,0,2016,0,0.0134228,0.228188,0.201342,0.0067114,3.77107,4.6928701,9.0219402,5.5959301,7.8222499,6.0527101,1,0
4293,0,2016,0,0,0.798658,0.0201342,0,6.0349398,0,9.08428,5.2631798,7.8344598,6.1289001,3,0
4294,0,2016,0,0.543624,0.442953,0.0067114,0,6.8766799,3.43399,9.1438198,6.3362002,7.7544599,5.4608898,1,0
4295,0,2016,0,0.342282,0.0536913,0,0,7.349,4.7957902,9.2007103,7.03023,7.5227199,6.29496,0,0
4296,0,2016,0,0.852349,0.147651,0,0,7.3812799,4.2207098,9.2550898,7.4460602,7.2844601,6.53053,1,0
4297,0,2016,0,0.234899,0.422819,0.033557,0,7.2765498,0,9.3071003,7.4058199,7.1261702,6.2363701,0,0
4298,0,2016,0,0,0.986577,0,0,7.3196502,5.1399398,9.3569002,7.21351,7.17068,6.3460002,0,0
4299,0,2016,0,0.154362,0.845638,0,0,7.4861398,4.5629802,9.4046297,7.1698799,7.37707,6.0451698,1,0
4300,0,2016,0,0.42953,0.0872483,0,0,7.4808798,3.43399,9.4504404,7.30866,7.6182699,0,0,0
4301,0,2016,0,0.14094,0,0,0,7.1238399,4.7957902,9.4789696,7.40765,7.83425,0,0,0
4302,0,2016,0,0.0536913,0.805369,0,0,6.6214099,5.0172801,9.4920702,6.9699798,7.89323,4.45263,0,0
4303,0,2016,0,0.536913,0.463087,0,0,5.4608898,0,9.50492,6.2483101,7.8674898,5.8062201,1,0
4304,0,2016,0,0.395973,0.0469799,0.234899,0.100671,5.0172801,4.51086,9.5193901,5.7810798,7.8698602,5.8603802,0,0
4305,0,2016,0,0.322148,0.100671,0.355705,0.14094,6.1114702,3.43399,9.5353403,6.5883799,7.9102502,6.28722,0,0
4306,0,2016,0,0.516779,0.107383,0.0738255,0.302013,6.9575,4.7957902,9.5372295,6.42768,7.98593,6.79285,0,0
4307,0,2016,0,0.114094,0.57047,0.288591,0.0201342,7.4091401,4.1108699,9.5225496,5.3909101,8.0857296,7.02882,1,0
4308,0,2016,0,0.0469799,0.322148,0.463087,0.167785,7.71913,3.43399,9.4889603,4.5629802,8.19699,6.4035602,1,
4309,0,2016,0,0,0.644295,0.288591,0,7.95543,4.1108699,9.4551601,4.2207098,8.3094501,3.77107,0,
4310,0,2016,0,0.785235,0.167785,0.0469799,0,8.1464195,4.1108699,9.4212704,4.2207098,8.4136105,6.1778102,0,
4311,0,2016,0,0.328859,0,0.38255,0,8.3067198,3.43399,9.3874502,5.3909101,8.51159,4.1108699,0,
4312,0,2016,0,0.711409,0.214765,0.0671141,0,8.4431496,4.51086,9.3538799,0,8.6037703,5.3094902,0,
4313,0,2016,0,0.0536913,0.409396,0.167785,0.369128,8.5615702,3.43399,9.3207998,5.3619099,8.5932598,5.5434499,1,
4314,0,2016,0,0,0.932886,0.0402685,0,8.6668596,3.43399,9.2884502,4.82586,8.5887699,5.2508898,1,
4315,0,2016,0,0.704698,0.0872483,0.208054,0,8.6862297,4.9064898,9.2571602,5.3619099,8.5949697,5.9716501,1,
4316,0,2016,0,0.0268456,0,0.973154,0,8.6582403,6.4109201,9.2272701,4.2207098,8.6131296,6.76964,1,
4317,0,2016,0,0.0738255,0,0.926175,0,8.6336098,5.4925199,9.1991701,5.3094902,8.6420002,6.4288602,1,
4318,0,2016,0,0.107383,0,0.892617,0,8.6054497,5.3619099,9.1732903,6.12675,8.6504698,6.6214099,2,
4319,0,2016,0,0,0,1,0,8.5882502,5.9476099,9.1500797,6.45961,8.54321,6.5237799,3,
4320,0,2016,0,0.295302,0.0134228,0.691275,0,8.5831804,5.2508898,9.1299801,5.5959301,8.4241304,6.2516699,1,
4321,0,2016,0,0.0805369,0,0.919463,0,8.5770702,5.3619099,9.11343,5.6082301,8.2906904,6.7557902,4,
4322,0,2016,0,0,0,1,0,8.5718699,6.19311,9.1008196,5.3619099,8.13976,7.2006402,1,
4323,0,2016,0,0.0402685,0,0.959732,0,8.5085897,5.6261301,9.0924597,5.1985002,7.9674602,7.3769002,2,
4324,0,2016,0,0.033557,0.0469799,0.436242,0,8.4092302,4.45263,9.08743,4.1108699,7.7518001,7.3323302,1,
4325,0,2017,0,0,0.389262,0.214765,0,7.9421201,0,6.0956998,5.5503201,5.7361498,6.28722,2,0
4326,0,2017,0,0.0268456,0.409396,0.187919,0,7.75702,3.43399,6.8035102,5.4925199,5.1700802,4.51086,2,0
4327,0,2017,0,0,0.0604027,0.0738255,0,7.5669098,4.51086,7.2634602,6.6463399,6.5493398,4.7957902,4,0
4328,0,2017,0,0.0536913,0.0738255,0.483221,0,7.4096298,0,7.5975099,7.0669298,7.1212001,3.43399,1,0
4329,0,2017,0,0.0067114,0.0201342,0.147651,0,7.3538198,4.1108699,7.83354,6.8171902,7.2943201,4.1108699,3,0
4330,0,2017,0,0.0939597,0.033557,0.872483,0,7.43536,5.0172801,7.8716302,5.8957601,7.2808399,5.3619099,2,0
4331,0,2017,0,0,0.208054,0.114094,0,7.4973402,0,7.9535899,5.7361498,7.3930202,3.43399,3,0
4332,0,2017,0,0,0.214765,0,0,7.5346899,0,8.0612001,5.7680202,7.3935299,3.43399,2,0
4333,0,2017,0,0,0.100671,0.0469799,0,7.5946698,4.6928701,8.1464195,4.9064898,7.4808798,5.8301501,2,0
4334,0,2017,0,0,0.315436,0.0671141,0,7.70471,3.77107,8.09062,3.77107,7.5479999,3.43399,1,0
4335,0,2017,0,0,0.791946,0,0,7.8524699,4.2207098,8.00208,4.6928701,7.5029898,5.35186,0,0
4336,0,2017,0,0,0.543624,0,0,7.9906998,3.43399,7.9421201,4.1108699,7.41717,6.10252,2,0
4337,0,2017,0,0,0.0805369,0.0067114,0,7.8400698,3.43399,7.9235802,5.7680202,7.4223399,5.4925199,1,0
4338,0,2017,0,0,0.0201342,0,0,7.6834102,4.9064898,7.9511399,6.6531301,7.5049,5.9414201,4,4.1666698
4339,0,2017,0,0,0.0671141,0,0,7.3699799,3.43399,8.0179701,6.9425998,7.31249,3.43399,0,0
4340,0,2017,0,0,0.38255,0,0,6.9289699,4.1108699,8.1105003,6.7446799,6.9167299,4.9064898,3,0
4341,0,2017,0,0,0.308725,0.0067114,0,6.2825198,0,8.1931496,6.29954,6.21521,3.77107,2,2.0833299
4342,0,2017,0,0,0.684564,0,0,5.0910201,0,8.1917696,5.6546102,0,6.4484401,2,0
4343,0,2017,0,0.0067114,0.194631,0.0805369,0.704698,5.1700802,0,8.2173405,3.77107,6.2363701,7.02491,1,0
4344,0,2017,0,0,0,0.201342,0.557047,3.43399,5.3814301,8.2302904,5.2508898,6.9542198,7.4011402,15,0
4345,0,2017,0,0.0671141,0.114094,0.161074,0.463087,4.1108699,0,8.2478704,3.43399,7.0921602,7.5093799,2,0
4346,0,2017,0,0.0939597,0.154362,0.114094,0,5.5959301,4.45263,8.2837896,4.8542099,6.4035602,7.2354999,10,0
4347,0,2017,0,0.0201342,0.577181,0.214765,0,4.2207098,0,8.3277998,4.1108699,3.77107,7.0159302,5,0
4348,0,2017,0,0.0536913,0.308725,0.342282,0,5.0172801,3.43399,8.3806496,4.2207098,6.1778102,6.9591298,10,0
4349,0,2017,0,0.0134228,0.147651,0.395973,0,5.5570998,3.43399,8.4453602,4.5629802,6.9860301,6.9591298,11,0
4350,0,2017,0,0,0,0,0,6.4916902,5.7071099,8.5172501,5.8957601,7.3576798,6.3910499,1,0
4351,0,2017,0,0,0.489933,0.0067114,0,7.0417299,0,8.5926399,5.0172801,7.3790102,5.3094902,0,0
4352,0,2017,0,0,0.234899,0,0,7.1861401,3.77107,8.6688805,5.6261301,7.5110002,4.82586,3,0
4353,0,2017,0,0,0.986577,0,0,7.3196502,5.1399398,9.3569002,7.21351,7.17068,6.3460002,0,0
4354,0,2017,0,0.154362,0.845638,0,0,7.4861398,4.5629802,9.4046297,7.1698799,7.37707,6.0451698,1,0
4355,0,2017,0,0.42953,0.0872483,0,0,7.4808798,3.43399,9.4504404,7.30866,7.6182699,0,0,0
4356,0,2017,0,0.14094,0,0,0,7.1238399,4.7957902,9.4789696,7.40765,7.83425,0,0,0
4357,0,2017,0,0.0536913,0.805369,0,0,6.6214099,5.0172801,9.4920702,6.9699798,7.89323,4.45263,0,0
4358,0,2017,0,0.536913,0.463087,0,0,5.4608898,0,9.50492,6.2483101,7.8674898,5.8062201,1,0
4359,0,2017,0,0.395973,0.0469799,0.234899,0.100671,5.0172801,4.51086,9.5193901,5.7810798,7.8698602,5.8603802,0,0
4360,0,2017,0,0.322148,0.100671,0.355705,0.14094,6.1114702,3.43399,9.5353403,6.5883799,7.9102502,6.28722,0,0
4361,0,2017,0,0.516779,0.107383,0.0738255,0.302013,6.9575,4.7957902,9.5372295,6.42768,7.98593,6.79285,0,0
4362,0,2017,0,0.114094,0.57047,0.288591,0.0201342,7.4091401,4.1108699,9.5225496,5.3909101,8.0857296,7.02882,1,0
4363,0,2017,0,0.0469799,0.322148,0.463087,0.167785,7.71913,3.43399,9.4889603,4.5629802,8.19699,6.4035602,1,
4364,0,2017,0,0,0.644295,0.288591,0,7.95543,4.1108699,9.4551601,4.2207098,8.3094501,3.77107,0,
4365,0,2017,0,0.785235,0.167785,0.0469799,0,8.1464195,4.1108699,9.4212704,4.2207098,8.4136105,6.1778102,0,
4366,0,2017,0,0.328859,0,0.38255,0,8.3067198,3.43399,9.3874502,5.3909101,8.51159,4.1108699,0,
4367,0,2017,0,0.711409,0.214765,0.0671141,0,8.4431496,4.51086,9.3538799,0,8.6037703,5.3094902,0,
4368,0,2017,0,0.0536913,0.409396,0.167785,0.369128,8.5615702,3.43399,9.3207998,5.3619099,8.5932598,5.5434499,1,
4369,0,2017,0,0,0.932886,0.0402685,0,8.6668596,3.43399,9.2884502,4.82586,8.5887699,5.2508898,1,
4370,0,2017,0,0.704698,0.0872483,0.208054,0,8.6862297,4.9064898,9.2571602,5.3619099,8.5949697,5.9716501,1,
4371,0,2017,0,0.0268456,0,0.973154,0,8.6582403,6.4109201,9.2272701,4.2207098,8.6131296,6.76964,1,
4372,0,2017,0,0.0738255,0,0.926175,0,8.6336098,5.4925199,9.1991701,5.3094902,8.6420002,6.4288602,1,
4436,0,2016,0,0,0.167785,0,0.818792,5.4357901,3.77107,8.0107298,4.2207098,5.6919298,6.6051698,2,0
4437,0,2016,0,0,0.261745,0.0134228,0,5.0172801,4.45263,8.0459499,5.1985002,6.69206,7.1728101,5,0
4438,0,2016,0,0,0,0,0,6.1640301,6.0650301,8.0562,5.9414201,7.1840801,7.5443602,3,0
4439,0,2016,0,0.0469799,0,0.214765,0,5.6261301,6.3596802,8.0809298,6.3473902,7.03966,7.3443198,2,0
4440,0,2016,0,0,0,0.0268456,0,3.43399,6.1835999,8.1257,6.3473902,6.2934198,6.90237,1,0
4441,0,2016,0,0.0469799,0.174497,0.14094,0,4.9064898,3.43399,8.1809196,0,4.1108699,6.3130498,2,0
4442,0,2016,0,0,0.161074,0,0,6.4416099,4.1108699,8.2506104,6.1310301,5.9191098,6.1202598,1,0
4443,0,2016,0,0,0.0067114,0,0,6.7151098,5.1700802,8.3330297,5.8378801,6.6092801,6.1202598,2,0
4444,0,2016,0,0,0.208054,0,0,6.9871802,3.43399,8.4215202,4.2207098,6.8800201,5.3814301,4,0
4445,0,2016,0,0,0.510067,0,0,7.3102798,3.43399,8.5114603,5.0172801,6.9337001,5.5570998,2,0
4446,0,2016,0,0,0.409396,0,0,7.5389099,4.1108699,8.6000204,6.4518099,7.1953502,3.77107,2,0
4447,0,2016,0,0.033557,0.0134228,0.0738255,0,7.5703902,5.2121201,8.6856098,7.02598,7.33884,5.7853599,3,0
4448,0,2016,0,0,0.375839,0.0671141,0,7.3298202,3.43399,8.7674799,7.1845899,7.4645901,4.2207098,3,0
4449,0,2016,0,0.0134228,0.234899,0.422819,0,6.84655,3.43399,8.8453398,6.9237599,7.5335302,5.2121201,2,0
4450,0,2016,0,0.0134228,0,0.033557,0,5.9687099,5.7266598,8.9191799,6.8062701,7.5288701,5.9945798,7,0
4451,0,2016,0,0.033557,0,0.0536913,0,5.1700802,5.2631798,8.9891396,6.1855202,7.5479999,6.4288602,1,0
4452,0,2016,0,0.0469799,0.919463,0.033557,0,6.4916902,4.9064898,9.0554304,0,7.5689502,5.6546102,1,0
4453,0,2016,0,0,0.456376,0,0,6.8035102,4.51086,9.1183004,5.9414201,7.6350498,4.1108699,0,0
